,url,caption
1661,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000009/w0000169/w0000000/w0000037.jpg,a painting of a painting on the wall of a building
1662,http://data.ukiyo-e.org/tnm/images/C0007243.jpg,a painting of a painting on a wall
1663,http://data.ukiyo-e.org/honolulu/images/6220.jpg,a painting on the wall of a building
1664,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000009/w0000143/w0000010/w0000025.jpg,a painting on a wall with a painting on it
1665,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000014/w0000567/w0000000/w0000007.jpg,a picture of a picture of a <unk> <unk>
1666,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP6146.jpg,a painting of a painting of a man on a wall
1667,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0173/Z0173-081.jpg,a black and white photo of a house with lots of trees
1668,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0164/Z0164-001.jpg,a group of people sitting on top of a sandy beach
1669,http://data.ukiyo-e.org/honolulu/images/7441.jpg,a group of people standing in front of a building
1670,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000014/w0000567/w0000000/w0000006.jpg,a picture of a painting on the wall
1671,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0170/Z0170-096.jpg,a black and white photo of an old building
1672,http://data.ukiyo-e.org/honolulu/images/5844.jpg,a painting of a person on a wall with a painting on it
1673,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0166/Z0166-294.jpg,a black and white photo of a man holding a pair of skis
1674,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/sakSP/sakSP03/sakSP03-0007.jpg,a close up of a wall with graffiti on it
1675,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000011/w0000449/w0000000/w0000017.jpg,a picture of a building with a mural on it
1676,http://data.ukiyo-e.org/honolulu/images/6390.jpg,a picture of a man flying a kite on a beach
1677,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000010/w0000221/w0000003/w0000025.jpg,a painting of a painting on the wall of a painting
1678,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP0986.jpg,a painting of an orange and orange umbrella
1679,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/PVT/Ebi/Prints/Ebi0927/Ebi0927.1-131.jpg,a statue of a person on a wall with a dog on it
1680,https://data.ukiyo-e.org/bm/images/AN00583066_001_l.jpg,a painting of a painting on a wall
1681,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0173/Z0173-511.jpg,a black and white photo of a small house
1682,http://data.ukiyo-e.org/honolulu/images/5132.jpg,a group of people standing in front of a building
1683,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000014/w0000510/w0000000/w0000007.jpg,a large building with a large window in front of it
1684,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000010/w0000238/w0000000/w0000002.jpg,a wall with a painting of a skeleton on it
1685,http://data.ukiyo-e.org/honolulu/images/5018.jpg,a large group of people sitting in a room
1686,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0172/Z0172-439.jpg,a black and white photo of a snow covered mountain
1687,http://data.ukiyo-e.org/honolulu/images/2937.jpg,a group of people walking in front of a beach
1688,http://data.ukiyo-e.org/honolulu/images/6406.jpg,a black and white photo of a building
1689,https://data.ukiyo-e.org/bm/images/AN00513551_001_l.jpg,a picture of a building with a sign on it
1690,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP5044.jpg,a black and white photo of a building
1691,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP1670.jpg,a group of people standing next to a building
1692,http://data.ukiyo-e.org/honolulu/images/8093.jpg,a painting of a building with a mural on it
1693,http://data.ukiyo-e.org/honolulu/images/6400.jpg,a wall with a painting on the wall
1694,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000009/w0000143/w0000010/w0000054.jpg,a picture of a picture of a picture
1695,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP2584.jpg,a group of people standing outside of a building
1696,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP2096.jpg,a painting of a man standing next to a wall
1697,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0163/Z0163-257.jpg,a black and white photo of people holding a skateboard
1698,http://data.ukiyo-e.org/honolulu/images/2958.jpg,a group of people walking down a street with umbrellas
1699,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP1178.jpg,a group of people standing in front of a building
1700,https://data.ukiyo-e.org/bm/images/AN00583023_001_l.jpg,a painting of a man sitting on a wall next to a painting
1701,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP6103.jpg,a wall with a painting on the wall
1702,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0172/Z0172-813.jpg,a black and white photo of people sitting on a table
1703,https://data.ukiyo-e.org/bm/images/AN00512729_001_l.jpg,a painting of a painting on the side of a building
1704,http://data.ukiyo-e.org/honolulu/images/5053.jpg,a view of a house with people in it
1705,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP1186.jpg,a group of people standing next to each other
1706,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000010/w0000222/w0000000/w0000083.jpg,a painting of a woman standing next to a painting
1707,http://data.ukiyo-e.org/honolulu/images/2968.jpg,a group of people standing in front of a swimming pool
1708,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000010/w0000390/w0000000/w0000001_1.jpg.bak,a sign on a wall in front of a wall
1709,https://data.ukiyo-e.org/bm/images/AN00014083_001_l.jpg,a picture of a poster on the side of a building
1710,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0170/Z0170-100.jpg,a black and white photo of a person with a <unk>
1711,http://data.ukiyo-e.org/honolulu/images/6152.jpg,a large boat with a stuffed animal on it
1712,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP0917.jpg,a group of people standing next to each other
1713,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP6177.jpg,a wall with a painting of a painting on it and a painting of a man on the side of it
1714,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/PVT/Ebi/Books/Ebi0768/Ebi0768_08.jpg,a picture of a man holding a surfboard
1715,http://data.ukiyo-e.org/honolulu/images/7978.jpg,a group of people standing next to a building
1716,http://data.ukiyo-e.org/honolulu/images/3951.jpg,a group of people sitting on top of a beach
1717,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0172/Z0172-807.jpg,black and white photograph of a man with a horse
1718,http://data.ukiyo-e.org/honolulu/images/3879.jpg,a group of people standing next to a boat
1719,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0165/Z0165-083.jpg,a black and white photo of a man and a woman
1720,http://data.ukiyo-e.org/tnm/images/C0006753.jpg,a group of people walking around a building
1721,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/PVT/Ebi/Prints/Ebi1247.2.jpg,a painting of a person on a wall next to a wall
1722,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000014/w0000534/w0000000/w0000034.jpg,a picture of a building with a large window
1723,http://data.ukiyo-e.org/honolulu/images/3427.jpg,a view of a snow covered mountain in the distance
1724,http://data.ukiyo-e.org/honolulu/images/4437.jpg,a painting of a building with a painting on it
1725,http://data.ukiyo-e.org/honolulu/images/3343.jpg,a small house with a mountain in the background
1726,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP2780.jpg,a woman standing in front of a wall with many different designs
1727,http://data.ukiyo-e.org/honolulu/images/2927.jpg,a window that has a mural on it
1728,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0163/Z0163-007.jpg,a black and white photo of a group of people
1729,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP2133.jpg,a wall with a painting of a man on it
1730,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000008/w0000013/w0000002/w0000015.jpg,a picture of a poster on the wall
1731,http://data.ukiyo-e.org/honolulu/images/4438.jpg,a group of people standing in front of a tree
1732,http://data.ukiyo-e.org/honolulu/images/5428.jpg,a black and white photo of people flying kites
1733,http://data.ukiyo-e.org/honolulu/images/4059.jpg,a group of people standing next to each other
1734,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0173/Z0173-247.jpg,a black and white picture of a man and a woman
1735,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000014/w0000530/w0000000/w0000012.jpg,a painting of a building with a mural on the wall
1736,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000020/w0000702/w0000000/w0000002.jpg,a group of men standing next to each other
1737,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000009/w0000132/w0000002/w0000004.jpg,a painting of a painting on the wall of a building
1738,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP3097.jpg,a man riding on the back of a horse
1739,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP0958.jpg,a painting of a man and a woman on a wall
1740,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000010/w0000341/w0000000/w0000001.jpg,a painting of a stuffed animal on a wall
1741,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP1573.jpg,a painting of a man and a woman on a wall
1742,http://data.ukiyo-e.org/honolulu/images/4061.jpg,a group of people standing next to each other
1743,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP3111.jpg,a painting of a person sitting in front of a mural
1744,http://data.ukiyo-e.org/honolulu/images/5439.jpg,a painting of a painting on a wall
1745,http://data.ukiyo-e.org/honolulu/images/2960.jpg,a group of people walking down a beach
1746,http://data.ukiyo-e.org/honolulu/images/6130.jpg,a painting of a painting on a wall
1747,http://data.ukiyo-e.org/honolulu/images/2875.jpg,a group of people standing next to each other
1748,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0171/Z0171-289.jpg,a black and white photo of a snowy landscape
1749,http://data.ukiyo-e.org/honolulu/images/3843.jpg,a group of people standing on top of a sandy beach
1750,http://data.ukiyo-e.org/honolulu/images/6129.jpg,a painting of a group of people on a wall
1751,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP1715.jpg,a painting of a painting of a woman on a wall
1752,http://data.ukiyo-e.org/honolulu/images/5559.jpg,a group of people walking in front of a building
1753,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/PVT/Ebi/Prints/Ebi0706.jpg,a painting of a person on a wall
1754,http://data.ukiyo-e.org/honolulu/images/4360.jpg,a couple of boats that are sitting in the water
1755,http://data.ukiyo-e.org/honolulu/images/5593.jpg,a boat that is sitting in the water
1756,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP0931.jpg,a painting of a woman and a woman holding a kite
1757,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000010/w0000359/w0000000/w0000003.jpg,a picture of a painting on the wall of a painting
1758,http://data.ukiyo-e.org/honolulu/images/6123.jpg,a painting of a painting on the side of a wall
1759,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP0992.jpg,a painting of a man and a woman on a wall
1760,http://data.ukiyo-e.org/honolulu/images/4983.jpg,a bunch of boats that are sitting in the water
1761,http://data.ukiyo-e.org/honolulu/images/6134.jpg,a picture of a snow covered mountain with a mountain in the background
1762,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000009/w0000139/w0000000/w0000044.jpg,a painting of a man standing next to a painting
1763,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP3610.jpg,a black and white photo of a beach covered in graffiti
1764,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/PVT/Ebi/Books/Ebi1379/Ebi1379_11.jpg,a picture of a family sitting on a wall
1765,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0173/Z0173-019.jpg,a black and white photo of a boat dock
1766,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0167/Z0167-095.jpg,a group of people standing next to each other
1767,http://data.ukiyo-e.org/honolulu/images/3132.jpg,a picture of a horse in front of a building
1768,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0170/Z0170-113.jpg,a black and white photo of a person with a horse
1769,http://data.ukiyo-e.org/honolulu/images/5666.jpg,a group of people walking down a street with umbrellas
1770,http://data.ukiyo-e.org/honolulu/images/5471.jpg,a couple of boats that are sitting in the water
1771,http://data.ukiyo-e.org/honolulu/images/6238.jpg,a painting of a person holding onto a kite
1772,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000008/w0000013/w0000001/w0000065.jpg,a wall mounted wall with a picture of a picture on it
1773,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000010/w0000222/w0000000/w0000060.jpg,a painting on a wall with a painting on it
1774,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP2556.jpg,a group of people standing on top of a sandy beach
1775,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000009/w0000136/w0000000/w0000008.jpg,a couple of people that are standing in front of a painting
1776,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP6315.jpg,a wall with a painting on the wall
1777,http://data.ukiyo-e.org/honolulu/images/4213.jpg,a painting of a bird on a wall next to a wall
1778,http://data.ukiyo-e.org/honolulu/images/3968.jpg,a group of people that are in a room
1779,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP0857.jpg,a group of people that are on a wall
1780,https://data.ukiyo-e.org/bm/images/AN00694529_001_l.jpg,a painting of a painting on the wall of a <unk>
1781,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000010/w0000222/w0000000/w0000012.jpg,a wall with a picture of a person on it
1782,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000008/w0000013/w0000002/w0000045.jpg,a wall with a painting on the wall
1783,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/PVT/Ebi/Books/Ebi1374/Ebi1374_05.jpg,a black and white photo of two women laying on a bench
1784,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP1785.jpg,a painting of a man on a <unk> <unk>
1785,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000010/w0000186/w0000000/w0000012.jpg,a large painting of a painting on a wall
1786,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000014/w0000517/w0000002/w0000001.jpg,a painting of a man holding a skateboard
1787,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP3100.jpg,a painting of a man riding on the back of a horse
1788,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP3115.jpg,a large group of people dressed in costumes
1789,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000009/w0000139/w0000000/w0000005.jpg,a painting of a painting on the wall of a building
1790,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000010/w0000410/w0000000/w0000001.jpg,a painting of a man standing next to a building
1791,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0170/Z0170-133.jpg,a black and white photo of a field of trees
1792,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0170/Z0170-218.jpg,a black and white photo of a tree
1793,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000010/w0000222/w0000000/w0000013.jpg,a wall with a picture of a man on it
1794,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000014/w0000533/w0000000/w0000022.jpg,a painting of a painting on the wall of a building
1795,http://data.ukiyo-e.org/honolulu/images/4187.jpg,a crowd of people watching a crowd of people
1796,http://data.ukiyo-e.org/honolulu/images/6153.jpg,a painting of a painting with a painting of a <unk>
1797,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000014/w0000533/w0000000/w0000002.jpg,a painting of a boat with people on it
1798,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP1722.jpg,a painting of a man on a wall next to a painting
1799,http://data.ukiyo-e.org/honolulu/images/5809.jpg,a painting of a man riding on the back of a boat
1800,https://data.ukiyo-e.org/bm/images/AN00583024_001_l.jpg,a painting on a wall with a cat on it
1801,http://data.ukiyo-e.org/honolulu/images/3808.jpg,a picture of a building with a building in the background
1802,http://data.ukiyo-e.org/honolulu/images/4511.jpg,a picture of a painting on a wall
1803,http://data.ukiyo-e.org/honolulu/images/4269.jpg,a group of people riding on the backs of horses
1804,http://data.ukiyo-e.org/honolulu/images/3597.jpg,a picture of a person on a beach
1805,http://data.ukiyo-e.org/honolulu/images/4373.jpg,a group of people standing on top of a beach
1806,http://data.ukiyo-e.org/honolulu/images/4776.jpg,a painting of a painting on the side of a building
1807,http://data.ukiyo-e.org/honolulu/images/5658.jpg,a group of boats that are in the water
1808,http://data.ukiyo-e.org/honolulu/images/4996.jpg,a group of boats floating on top of a sandy beach
1809,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0166/Z0166-200.jpg,a group of people standing next to each other
1810,http://data.ukiyo-e.org/honolulu/images/8303.jpg,a large body of water sitting next to a tree
1811,http://data.ukiyo-e.org/honolulu/images/5681.jpg,a group of people walking on a beach with horses
1812,http://data.ukiyo-e.org/honolulu/images/5537.jpg,a group of people sitting outside of a building
1813,http://data.ukiyo-e.org/honolulu/images/3621.jpg,a picture of a group of people on a beach
1814,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000017/w0000651/w0000000/w0000010.jpg,a painting of a girl standing next to a painting
1815,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000014/w0000533/w0000000/w0000001.jpg,a painting of a man walking down a street
1816,http://data.ukiyo-e.org/honolulu/images/5182.jpg,a picture of a woman on a picture
1817,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000009/w0000134/w0000003/w0000005.jpg,a large body of water next to a body of water
1818,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP3227.jpg,a painting of a person wearing a costume
1819,https://data.ukiyo-e.org/bm/images/AN00133146_001_l.jpg,a painting of a man sitting on a bed next to a boat
1820,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000014/w0000534/w0000000/w0000053.jpg,a painting of a building with a mural on the wall
1821,http://data.ukiyo-e.org/honolulu/images/4237.jpg,a painting of a woman sitting next to a painting
1822,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/PVT/Ebi/Books/Ebi0768/Ebi0768_03.jpg,a wall with graffiti on it and a red wall
1823,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP3607.jpg,a black and white photo of a wall filled with graffiti
1824,http://data.ukiyo-e.org/honolulu/images/5788.jpg,a painting of a person standing on a ledge
1825,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP0877.jpg,a painting of a person on a wall with a flag
1826,http://data.ukiyo-e.org/honolulu/images/4984.jpg,a painting of a painting on a wall
1827,http://data.ukiyo-e.org/honolulu/images/4501.jpg,a group of people sitting in front of a painting
1828,http://data.ukiyo-e.org/honolulu/images/3750.jpg,a group of people that are standing in the water
1829,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP1329.jpg,a painting of a man with a bunch of kites
1830,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP2586.jpg,a person sitting in front of a large body of water
1831,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP6104.jpg,a painting of a painting on a wall
1832,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000009/w0000139/w0000000/w0000001.jpg,a painting of a painting on the wall of a wall
1833,http://data.ukiyo-e.org/honolulu/images/3990.jpg,a group of people standing on top of a beach
1834,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP1004.jpg,a painting of a man and a woman on a wall
1835,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP0876.jpg,a picture of an umbrella on the wall
1836,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP1522.jpg,a painting of a man holding a kite
1837,http://data.ukiyo-e.org/honolulu/images/3782.jpg,a group of people standing on top of a sandy beach
1838,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000014/w0000533/w0000000/w0000042.jpg,a painting of a person standing next to a painting
1839,http://data.ukiyo-e.org/honolulu/images/4003.jpg,a picture of a beach with people on it
1840,http://data.ukiyo-e.org/honolulu/images/5120.jpg,a painting of a man standing in front of a building
1841,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP3890.jpg,a painting on a wall with a painting on it
1842,http://data.ukiyo-e.org/honolulu/images/5804.jpg,a group of people standing on top of a sandy beach
1843,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0170/Z0170-069.jpg,a black and white photo of a man and a painting
1844,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0173/Z0173-456.jpg,a group of people walking down a street
1845,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP3872.jpg,a painting of a woman on a colorful painting
1846,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP2559.jpg,a group of people standing next to a building
1847,http://data.ukiyo-e.org/honolulu/images/3557.jpg,a picture of a group of people in a room
1848,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP4655.jpg,a painting of a building with a painting on it
1849,http://data.ukiyo-e.org/tnm/images/C0007229.jpg,a group of people standing next to each other
1850,http://data.ukiyo-e.org/honolulu/images/4977.jpg,a snow covered mountain with a mountain in the background
1851,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000011/w0000436/w0000000/w0000010.jpg,a picture of a building with a mural on the wall
1852,http://data.ukiyo-e.org/honolulu/images/3857.jpg,a wall with a painting on the wall
1853,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000010/w0000215/w0000000/w0000002.jpg,a painting of a painting on a wall with a painting on it
1854,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000008/w0000013/w0000002/w0000032.jpg,a wall with a picture of a painting on it
1855,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0171/Z0171-417.jpg,a black and white photo of people holding umbrellas
1856,http://data.ukiyo-e.org/honolulu/images/3583.jpg,a picture of a group of people in a pool
1857,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP2422.jpg,a painting on the wall of a building
1858,https://data.ukiyo-e.org/bm/images/AN00710809_001_l.jpg,a painting of a painting of a painting on a wall
1859,http://data.ukiyo-e.org/honolulu/images/7350.jpg,a group of people standing next to each other
1860,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000009/w0000132/w0000003/w0000008.jpg,a building with a painting on the wall
1861,http://data.ukiyo-e.org/honolulu/images/6077.jpg,a house with a boat in the middle of it
1862,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP1567.jpg,a painting of a person holding a kite
1863,http://data.ukiyo-e.org/honolulu/images/5845.jpg,a painting of a man taking a picture of a painting
1864,http://data.ukiyo-e.org/honolulu/images/5933.jpg,a painting of a person holding a kite
1865,http://data.ukiyo-e.org/honolulu/images/3619.jpg,a group of people riding bikes down a beach
1866,https://data.ukiyo-e.org/bm/images/AN00601078_001_l.jpg,a picture of a painting of a man and a kite
1867,http://data.ukiyo-e.org/honolulu/images/5127.jpg,a group of people sitting in front of a building
1868,http://data.ukiyo-e.org/honolulu/images/5283.jpg,a view of a pool with a painting on it
1869,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0170/Z0170-215.jpg,a black and white photo of a wall covered in graffiti
1870,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000014/w0000507/w0000000/w0000017.jpg,a picture of a painting on a wall
1871,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000009/w0000132/w0000004/w0000023.jpg,a painting on a wall with a painting on it
1872,http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP1986.jpg,a wall with a painting of a man and a black umbrella
1873,http://data.ukiyo-e.org/honolulu/images/5835.jpg,a view of a beach with a mountain in the background
